order_item_id,order_id,product_id,quantity,unit_price
ITEM0000054,ORD002639,PROD0350,3,487.35
ITEM0000055,ORD002635,PROD0107,4,120.61
ITEM0000056,ORD006654,PROD0091,3,289.25
ITEM0000057,ORD001000,PROD0155,4,193.0
ITEM0000058,ORD006589,PROD0089,5,71.66
ITEM0000059,ORD006112,PROD0411,5,270.72
ITEM0000060,ORD006182,PROD0268,3,86.2
ITEM0000061,ORD009876,PROD0004,2,107.01
ITEM0000062,ORD006496,PROD0180,1,386.2
ITEM0000063,ORD002504,PROD0313,2,275.85
ITEM0000064,ORD010995,PROD0247,4,217.16
ITEM0000065,ORD003893,PROD0034,5,341.91
ITEM0000066,ORD007735,PROD0306,1,439.61
ITEM0000067,ORD011281,PROD0280,1,184.82
ITEM0000068,ORD007086,PROD0420,5,206.22
ITEM0000069,ORD006756,PROD0378,5,204.79
ITEM0000070,ORD006530,PROD0437,1,201.99
ITEM0000071,ORD008688,PROD0273,5,204.0
ITEM0000072,ORD000500,PROD0032,1,459.02
ITEM0000073,ORD014946,PROD0372,5,82.3
ITEM0000074,ORD013451,PROD0054,4,274.39
ITEM0000075,ORD012878,PROD0316,5,146.69
ITEM0000076,ORD005586,PROD0055,2,35.63
ITEM0000077,ORD014090,PROD0364,5,340.13
ITEM0000078,ORD010519,PROD0493,2,355.75
ITEM0000079,ORD004440,PROD0446,3,416.37
ITEM0000080,ORD013356,PROD0443,2,350.95
ITEM0000081,ORD003319,PROD0460,1,121.78
ITEM0000082,ORD014185,PROD0390,3,25.96
ITEM0000083,ORD002488,PROD0416,5,20.17
ITEM0000084,ORD000924,PROD0130,2,111.49
ITEM0000085,ORD011035,PROD0123,5,210.12
ITEM0000086,ORD013488,PROD0144,4,68.74
ITEM0000087,ORD004040,PROD0365,2,290.25
ITEM0000088,ORD001023,PROD0183,5,91.45
ITEM0000089,ORD004672,PROD0380,1,463.74
ITEM0000090,ORD002351,PROD0091,2,289.25
ITEM0000091,ORD004591,PROD0068,1,379.12
ITEM0000092,ORD011264,PROD0156,2,374.01
ITEM0000093,ORD009009,PROD0080,2,451.77
ITEM0000094,ORD014146,PROD0279,3,85.57
ITEM0000095,ORD000557,PROD0047,5,347.74
ITEM0000096,ORD004154,PROD0365,5,290.25
ITEM0000097,ORD013163,PROD0266,3,468.87
ITEM0000098,ORD013377,PROD0253,4,169.99
ITEM0000099,ORD009598,PROD0189,3,86.31
ITEM0000100,ORD011241,PROD0338,5,385.11
ITEM0000101,ORD014660,PROD0227,4,485.18
ITEM0000102,ORD014576,PROD0181,5,285.67
ITEM0000103,ORD008816,PROD0196,4,413.39
ITEM0000104,ORD005379,PROD0085,2,242.29
ITEM0000105,ORD003674,PROD0250,1,476.84
ITEM0000106,ORD003314,PROD0315,3,273.32
ITEM0000107,ORD011591,PROD0346,4,79.52
ITEM0000108,ORD008458,PROD0016,5,40.55
ITEM0000109,ORD006410,PROD0164,2,369.59
ITEM0000110,ORD011047,PROD0019,4,416.81
ITEM0000111,ORD013889,PROD0277,5,392.6
ITEM0000112,ORD007537,PROD0227,2,485.18
ITEM0000113,ORD002362,PROD0295,5,448.2
ITEM0000114,ORD007412,PROD0037,3,452.67
ITEM0000115,ORD007461,PROD0185,5,265.45
ITEM0000116,ORD003968,PROD0277,1,392.6
ITEM0000117,ORD010571,PROD0469,3,189.44
ITEM0000118,ORD005922,PROD0397,2,150.1
ITEM0000119,ORD009098,PROD0257,1,483.76
ITEM0000120,ORD003150,PROD0291,2,487.41
ITEM0000121,ORD014630,PROD0240,1,398.58
ITEM0000122,ORD006652,PROD0097,3,77.07
ITEM0000123,ORD003389,PROD0486,4,103.47
ITEM0000124,ORD010690,PROD0434,5,441.35
ITEM0000125,ORD007271,PROD0181,5,285.67
ITEM0000126,ORD006730,PROD0137,3,329.01
ITEM0000127,ORD008221,PROD0095,5,331.11
ITEM0000128,ORD009906,PROD0086,1,464.54
ITEM0000129,ORD013633,PROD0119,5,433.42
ITEM0000130,ORD009580,PROD0057,5,94.46
ITEM0000131,ORD007417,PROD0134,2,449.86
ITEM0000132,ORD014590,PROD0048,1,42.28
ITEM0000133,ORD002820,PROD0315,1,273.32
ITEM0000134,ORD012385,PROD0347,3,494.42
ITEM0000135,ORD008942,PROD0087,3,113.63
ITEM0000136,ORD013976,PROD0094,1,47.4
ITEM0000137,ORD008873,PROD0195,1,168.09
ITEM0000138,ORD005142,PROD0340,3,221.61
ITEM0000139,ORD004618,PROD0115,2,239.78
ITEM0000140,ORD002604,PROD0406,5,329.88
ITEM0000141,ORD001178,PROD0405,1,399.24
ITEM0000142,ORD013710,PROD0399,3,205.49
ITEM0000143,ORD011404,PROD0433,4,30.09
ITEM0000144,ORD010260,PROD0250,3,476.84
ITEM0000145,ORD003554,PROD0106,3,407.93
ITEM0000146,ORD006136,PROD0375,2,147.26
ITEM0000147,ORD008483,PROD0079,3,98.34
ITEM0000148,ORD011629,PROD0178,4,51.6
ITEM0000149,ORD000214,PROD0431,2,456.91
ITEM0000150,ORD014911,PROD0335,3,457.3
ITEM0000151,ORD007654,PROD0197,3,394.64
ITEM0000152,ORD008849,PROD0041,2,440.14
ITEM0000153,ORD003484,PROD0084,3,435.05
ITEM0000154,ORD001872,PROD0278,5,315.12
ITEM0000155,ORD014935,PROD0500,4,314.26
ITEM0000156,ORD011173,PROD0375,2,147.26
ITEM0000157,ORD012530,PROD0348,3,20.86
ITEM0000158,ORD010724,PROD0249,5,406.75
ITEM0000159,ORD005399,PROD0091,3,289.25
ITEM0000160,ORD000735,PROD0461,3,460.61
ITEM0000161,ORD014479,PROD0246,5,359.18
ITEM0000162,ORD010125,PROD0446,1,416.37
ITEM0000163,ORD003982,PROD0206,5,121.76
ITEM0000164,ORD000982,PROD0138,2,334.48
ITEM0000165,ORD011145,PROD0458,2,123.32
ITEM0000166,ORD012424,PROD0379,1,217.47
ITEM0000167,ORD000462,PROD0147,2,347.33
ITEM0000168,ORD004213,PROD0091,1,289.25
ITEM0000169,ORD001607,PROD0088,5,281.8
ITEM0000170,ORD012099,PROD0233,3,267.29
ITEM0000171,ORD011620,PROD0043,3,158.24
ITEM0000172,ORD011287,PROD0321,1,209.69
ITEM0000173,ORD013393,PROD0283,3,311.5
ITEM0000174,ORD002857,PROD0136,1,187.5
ITEM0000175,ORD013303,PROD0438,2,189.04
ITEM0000176,ORD005209,PROD0337,2,169.53
ITEM0000177,ORD002903,PROD0489,4,171.92
ITEM0000178,ORD003531,PROD0028,4,163.86
ITEM0000179,ORD013173,PROD0044,2,349.82
ITEM0000180,ORD005825,PROD0107,2,120.61
ITEM0000181,ORD013851,PROD0475,2,329.83
ITEM0000182,ORD006124,PROD0481,4,339.48
ITEM0000183,ORD002023,PROD0408,5,223.99
ITEM0000184,ORD011994,PROD0193,3,109.61
ITEM0000185,ORD001856,PROD0364,3,340.13
ITEM0000186,ORD001019,PROD0264,4,330.28
ITEM0000187,ORD012873,PROD0493,3,355.75
ITEM0000188,ORD009694,PROD0128,1,324.67
ITEM0000189,ORD014659,PROD0002,4,85.3
ITEM0000190,ORD012139,PROD0367,2,414.67
ITEM0000191,ORD009695,PROD0146,5,49.89
ITEM0000192,ORD005813,PROD0463,1,386.61
ITEM0000193,ORD003594,PROD0125,1,226.11
ITEM0000194,ORD005171,PROD0189,4,86.31
ITEM0000195,ORD013984,PROD0298,2,348.96
ITEM0000196,ORD003265,PROD0424,2,316.92
ITEM0000197,ORD014894,PROD0004,1,107.01
ITEM0000198,ORD002760,PROD0320,2,196.66
ITEM0000199,ORD000103,PROD0167,2,242.93
ITEM0000200,ORD001674,PROD0207,2,87.1
ITEM0000201,ORD001880,PROD0090,3,229.14
ITEM0000202,ORD009452,PROD0461,5,460.61
ITEM0000203,ORD008531,PROD0266,4,468.87
ITEM0000204,ORD011454,PROD0378,4,204.79
ITEM0000205,ORD011381,PROD0229,3,453.27
ITEM0000206,ORD010311,PROD0364,3,340.13
ITEM0000207,ORD003017,PROD0418,4,180.31
ITEM0000208,ORD013110,PROD0219,4,153.47
ITEM0000209,ORD005088,PROD0155,2,193.0
ITEM0000210,ORD007891,PROD0498,3,104.95
ITEM0000211,ORD010151,PROD0429,3,47.53
ITEM0000212,ORD005917,PROD0088,5,281.8
ITEM0000213,ORD007440,PROD0115,1,239.78
ITEM0000214,ORD003303,PROD0095,5,331.11
ITEM0000215,ORD001964,PROD0010,2,338.83
ITEM0000216,ORD003523,PROD0376,2,420.19
ITEM0000217,ORD009925,PROD0205,2,209.7
ITEM0000218,ORD011718,PROD0211,5,277.75
ITEM0000219,ORD005905,PROD0364,1,340.13
ITEM0000220,ORD005674,PROD0293,1,327.63
ITEM0000221,ORD011360,PROD0003,2,432.63
ITEM0000222,ORD010536,PROD0369,2,365.62
ITEM0000223,ORD011534,PROD0271,1,399.63
ITEM0000224,ORD002720,PROD0190,1,386.75
ITEM0000225,ORD013739,PROD0137,3,329.01
ITEM0000226,ORD005094,PROD0373,4,242.04
ITEM0000227,ORD007087,PROD0067,5,402.96
ITEM0000228,ORD011927,PROD0004,5,107.01
ITEM0000229,ORD014396,PROD0029,4,142.99
ITEM0000230,ORD006156,PROD0157,4,250.12
ITEM0000231,ORD004694,PROD0031,3,123.31
ITEM0000232,ORD011230,PROD0444,1,294.41
ITEM0000233,ORD001653,PROD0022,1,352.01
ITEM0000234,ORD011322,PROD0104,3,206.19
ITEM0000235,ORD011030,PROD0338,1,385.11
ITEM0000236,ORD001728,PROD0450,3,475.17
ITEM0000237,ORD002378,PROD0172,2,181.42
ITEM0000238,ORD002404,PROD0124,3,64.7
ITEM0000239,ORD004572,PROD0419,2,31.32
ITEM0000240,ORD014167,PROD0396,2,280.97
ITEM0000241,ORD011032,PROD0022,2,352.01
ITEM0000242,ORD008156,PROD0361,4,261.34
ITEM0000243,ORD003528,PROD0128,4,324.67
ITEM0000244,ORD008724,PROD0346,1,79.52
ITEM0000245,ORD011907,PROD0217,2,404.97
ITEM0000246,ORD011975,PROD0160,4,221.24
ITEM0000247,ORD008727,PROD0009,2,135.75
ITEM0000248,ORD002491,PROD0102,4,58.35
ITEM0000249,ORD001379,PROD0192,4,32.46
ITEM0000250,ORD011809,PROD0443,5,350.95
ITEM0000251,ORD002419,PROD0202,5,53.68
ITEM0000252,ORD000046,PROD0448,2,169.62
ITEM0000253,ORD011299,PROD0355,4,77.52
ITEM0000254,ORD000022,PROD0176,5,404.44
ITEM0000255,ORD013346,PROD0309,1,180.78
ITEM0000256,ORD013348,PROD0160,2,221.24
ITEM0000257,ORD002149,PROD0438,4,189.04
ITEM0000258,ORD008678,PROD0361,4,261.34
ITEM0000259,ORD003113,PROD0169,5,195.05
ITEM0000260,ORD003594,PROD0323,1,337.82
ITEM0000261,ORD000357,PROD0253,2,169.99
ITEM0000262,ORD009842,PROD0439,2,275.97
ITEM0000263,ORD012679,PROD0094,5,47.4
ITEM0000264,ORD002090,PROD0233,3,267.29
ITEM0000265,ORD003211,PROD0236,1,499.12
ITEM0000266,ORD001489,PROD0163,1,164.45
ITEM0000267,ORD004095,PROD0314,2,104.06
ITEM0000268,ORD012360,PROD0453,3,496.95
ITEM0000269,ORD003655,PROD0222,4,419.08
ITEM0000270,ORD013422,PROD0129,4,475.95
ITEM0000271,ORD001643,PROD0009,3,135.75
ITEM0000272,ORD000765,PROD0378,5,204.79
ITEM0000273,ORD010312,PROD0305,4,491.96
ITEM0000274,ORD001761,PROD0324,2,191.15
ITEM0000275,ORD010886,PROD0430,5,335.36
ITEM0000276,ORD000046,PROD0212,1,68.67
ITEM0000277,ORD001413,PROD0088,5,281.8
ITEM0000278,ORD009808,PROD0421,5,73.88
ITEM0000279,ORD012205,PROD0364,2,340.13
ITEM0000280,ORD014448,PROD0333,5,323.05
ITEM0000281,ORD003342,PROD0461,1,460.61
ITEM0000282,ORD008226,PROD0147,2,347.33
ITEM0000283,ORD003000,PROD0497,5,235.3
ITEM0000284,ORD013882,PROD0081,4,92.83
ITEM0000285,ORD012082,PROD0276,2,124.3
ITEM0000286,ORD010210,PROD0423,4,397.67
ITEM0000287,ORD006361,PROD0271,2,399.63
ITEM0000288,ORD003926,PROD0248,4,42.24
ITEM0000289,ORD014953,PROD0353,1,48.59
ITEM0000290,ORD001919,PROD0477,2,100.25
ITEM0000291,ORD009656,PROD0456,2,91.55
ITEM0000292,ORD012692,PROD0149,4,27.24
ITEM0000293,ORD000269,PROD0054,2,274.39
ITEM0000294,ORD014462,PROD0126,4,183.4
ITEM0000295,ORD006378,PROD0232,5,217.3
ITEM0000296,ORD008162,PROD0394,2,166.47
ITEM0000297,ORD007765,PROD0433,3,30.09
ITEM0000298,ORD002909,PROD0001,2,204.27
ITEM0000299,ORD000201,PROD0032,3,459.02
ITEM0000300,ORD006760,PROD0472,3,397.54
ITEM0000301,ORD005974,PROD0014,5,495.41
ITEM0000302,ORD012511,PROD0284,3,193.88
ITEM0000303,ORD001069,PROD0424,4,316.92
ITEM0000304,ORD005791,PROD0308,4,278.27
ITEM0000305,ORD001478,PROD0155,2,193.0
ITEM0000306,ORD013993,PROD0380,1,463.74
ITEM0000307,ORD000558,PROD0271,5,399.63
ITEM0000308,ORD006402,PROD0189,5,86.31
ITEM0000309,ORD006780,PROD0245,5,456.91
ITEM0000310,ORD013191,PROD0473,5,286.06
ITEM0000311,ORD005260,PROD0446,5,416.37
ITEM0000312,ORD010560,PROD0114,1,247.62
ITEM0000313,ORD010283,PROD0254,2,295.48
ITEM0000314,ORD005171,PROD0129,2,475.95
ITEM0000315,ORD004947,PROD0234,5,281.19
ITEM0000316,ORD013679,PROD0132,1,373.77
ITEM0000317,ORD007956,PROD0423,1,397.67
ITEM0000318,ORD011661,PROD0027,1,276.06
ITEM0000319,ORD002991,PROD0159,3,209.42
ITEM0000320,ORD011221,PROD0051,4,385.32
ITEM0000321,ORD006373,PROD0107,1,120.61
ITEM0000322,ORD013722,PROD0468,3,485.76
ITEM0000323,ORD009441,PROD0426,5,55.0
ITEM0000324,ORD005946,PROD0191,3,362.2
ITEM0000325,ORD013296,PROD0088,4,281.8
ITEM0000326,ORD000406,PROD0465,1,455.5
ITEM0000327,ORD011579,PROD0158,4,220.81
ITEM0000328,ORD013515,PROD0359,2,114.9
ITEM0000329,ORD002733,PROD0391,4,193.03
ITEM0000330,ORD005423,PROD0182,1,284.21
ITEM0000331,ORD013343,PROD0251,5,187.61
ITEM0000332,ORD013167,PROD0481,4,339.48
ITEM0000333,ORD006498,PROD0315,2,273.32
ITEM0000334,ORD001437,PROD0106,3,407.93
ITEM0000335,ORD005161,PROD0452,2,108.71
ITEM0000336,ORD012497,PROD0456,3,91.55
ITEM0000337,ORD000274,PROD0066,2,104.58
ITEM0000338,ORD008288,PROD0362,1,271.24
ITEM0000339,ORD012298,PROD0413,3,70.85
ITEM0000340,ORD004873,PROD0059,1,231.07
ITEM0000341,ORD008116,PROD0162,4,343.89
ITEM0000342,ORD013684,PROD0437,3,201.99
ITEM0000343,ORD004763,PROD0081,4,92.83
ITEM0000344,ORD001818,PROD0168,5,378.0
ITEM0000345,ORD003321,PROD0186,2,145.82
ITEM0000346,ORD013909,PROD0084,2,435.05
ITEM0000347,ORD013341,PROD0486,2,103.47
ITEM0000348,ORD010569,PROD0157,5,250.12
ITEM0000349,ORD002500,PROD0326,5,443.59
ITEM0000350,ORD002228,PROD0382,1,349.75
ITEM0000351,ORD014551,PROD0256,3,309.2
ITEM0000352,ORD005738,PROD0384,3,462.0
ITEM0000353,ORD000362,PROD0468,3,485.76
ITEM0000354,ORD002384,PROD0373,4,242.04
ITEM0000355,ORD014465,PROD0475,5,329.83
ITEM0000356,ORD007571,PROD0198,5,446.87
ITEM0000357,ORD008602,PROD0305,5,491.96
ITEM0000358,ORD005435,PROD0262,2,72.9
ITEM0000359,ORD003588,PROD0366,4,493.63
ITEM0000360,ORD003902,PROD0007,5,373.97
ITEM0000361,ORD002268,PROD0102,5,58.35
ITEM0000362,ORD005096,PROD0420,3,206.22
ITEM0000363,ORD005817,PROD0070,3,248.86
ITEM0000364,ORD000497,PROD0354,5,338.13
ITEM0000365,ORD006332,PROD0385,2,359.45
ITEM0000366,ORD011555,PROD0478,5,442.3
ITEM0000367,ORD010915,PROD0022,3,352.01
ITEM0000368,ORD009580,PROD0240,4,398.58
ITEM0000369,ORD014760,PROD0209,2,497.6
ITEM0000370,ORD012181,PROD0298,1,348.96
ITEM0000371,ORD004709,PROD0084,4,435.05
ITEM0000372,ORD009371,PROD0032,4,459.02
ITEM0000373,ORD013487,PROD0288,2,372.01
ITEM0000374,ORD013160,PROD0262,2,72.9
ITEM0000375,ORD013069,PROD0134,5,449.86
ITEM0000376,ORD002358,PROD0456,1,91.55
ITEM0000377,ORD012550,PROD0108,2,267.83
ITEM0000378,ORD010143,PROD0395,2,80.77
ITEM0000379,ORD004695,PROD0157,4,250.12
ITEM0000380,ORD006122,PROD0417,5,60.69
ITEM0000381,ORD007329,PROD0385,5,359.45
ITEM0000382,ORD011180,PROD0347,3,494.42
ITEM0000383,ORD002234,PROD0456,1,91.55
ITEM0000384,ORD014829,PROD0333,3,323.05
ITEM0000385,ORD009254,PROD0165,5,171.83
ITEM0000386,ORD008944,PROD0165,4,171.83
ITEM0000387,ORD013302,PROD0362,4,271.24
ITEM0000388,ORD009760,PROD0115,1,239.78
ITEM0000389,ORD012163,PROD0234,5,281.19
ITEM0000390,ORD010978,PROD0349,4,91.87
ITEM0000391,ORD013930,PROD0410,2,97.05
ITEM0000392,ORD007227,PROD0425,1,228.25
ITEM0000393,ORD000908,PROD0346,2,79.52
ITEM0000394,ORD002660,PROD0104,5,206.19
ITEM0000395,ORD002927,PROD0096,5,249.33
ITEM0000396,ORD011438,PROD0170,2,435.9
ITEM0000397,ORD014240,PROD0060,3,434.16
ITEM0000398,ORD008095,PROD0088,1,281.8
ITEM0000399,ORD004749,PROD0131,2,358.78
ITEM0000400,ORD011569,PROD0013,2,305.97
ITEM0000401,ORD008539,PROD0139,3,207.78
ITEM0000402,ORD006903,PROD0313,4,275.85
ITEM0000403,ORD005189,PROD0197,1,394.64
ITEM0000404,ORD008682,PROD0449,3,480.07
ITEM0000405,ORD001514,PROD0226,2,237.78
ITEM0000406,ORD008768,PROD0492,4,274.76
ITEM0000407,ORD009370,PROD0119,5,433.42
ITEM0000408,ORD010801,PROD0288,4,372.01
ITEM0000409,ORD007891,PROD0269,5,46.18
ITEM0000410,ORD000502,PROD0273,3,204.0
ITEM0000411,ORD008087,PROD0066,5,104.58
ITEM0000412,ORD012281,PROD0405,5,399.24
ITEM0000413,ORD004332,PROD0213,2,467.78
ITEM0000414,ORD013532,PROD0326,5,443.59
ITEM0000415,ORD006338,PROD0438,5,189.04
ITEM0000416,ORD002307,PROD0350,1,487.35
ITEM0000417,ORD012783,PROD0251,2,187.61
ITEM0000418,ORD000484,PROD0399,3,205.49
ITEM0000419,ORD005269,PROD0399,3,205.49
ITEM0000420,ORD000430,PROD0365,3,290.25
ITEM0000421,ORD013677,PROD0367,3,414.67
ITEM0000422,ORD001191,PROD0265,4,420.74
ITEM0000423,ORD000846,PROD0076,1,182.24
ITEM0000424,ORD012838,PROD0071,2,188.96
ITEM0000425,ORD014364,PROD0088,2,281.8
ITEM0000426,ORD010693,PROD0277,4,392.6
ITEM0000427,ORD004909,PROD0393,2,265.9
ITEM0000428,ORD005734,PROD0480,3,199.87
ITEM0000429,ORD008254,PROD0066,4,104.58
ITEM0000430,ORD006653,PROD0071,3,188.96
ITEM0000431,ORD002833,PROD0258,4,338.66
ITEM0000432,ORD008360,PROD0312,3,174.62
ITEM0000433,ORD008423,PROD0493,5,355.75
ITEM0000434,ORD006766,PROD0012,2,387.12
ITEM0000435,ORD009251,PROD0373,1,242.04
ITEM0000436,ORD008914,PROD0251,3,187.61
ITEM0000437,ORD006841,PROD0312,2,174.62
ITEM0000438,ORD004309,PROD0463,2,386.61
ITEM0000439,ORD010521,PROD0099,4,478.28
ITEM0000440,ORD006655,PROD0179,2,142.9
ITEM0000441,ORD013791,PROD0198,5,446.87
ITEM0000442,ORD010511,PROD0443,4,350.95
ITEM0000443,ORD005999,PROD0327,2,490.71
ITEM0000444,ORD014073,PROD0267,3,165.53
ITEM0000445,ORD012947,PROD0247,4,217.16
ITEM0000446,ORD002227,PROD0387,1,452.24
ITEM0000447,ORD013453,PROD0162,1,343.89
ITEM0000448,ORD012639,PROD0479,2,178.19
ITEM0000449,ORD009934,PROD0341,5,184.1
ITEM0000450,ORD001049,PROD0477,5,100.25
ITEM0000451,ORD000768,PROD0147,5,347.33
ITEM0000452,ORD013011,PROD0135,1,483.53
ITEM0000453,ORD002199,PROD0363,2,244.27
ITEM0000454,ORD013011,PROD0395,1,80.77
ITEM0000455,ORD009297,PROD0319,2,24.5
ITEM0000456,ORD004923,PROD0253,1,169.99
ITEM0000457,ORD003564,PROD0451,3,15.5
ITEM0000458,ORD005008,PROD0184,4,147.76
ITEM0000459,ORD009695,PROD0103,4,496.78
ITEM0000460,ORD000307,PROD0427,1,313.38
ITEM0000461,ORD014709,PROD0440,2,478.97
ITEM0000462,ORD002669,PROD0492,2,274.76
ITEM0000463,ORD013450,PROD0301,5,181.01
ITEM0000464,ORD012744,PROD0384,5,462.0
ITEM0000465,ORD008631,PROD0188,1,53.0
ITEM0000466,ORD002426,PROD0161,2,484.26
ITEM0000467,ORD003057,PROD0028,3,163.86
ITEM0000468,ORD005054,PROD0103,4,496.78
ITEM0000469,ORD010029,PROD0116,2,138.19
ITEM0000470,ORD008130,PROD0224,5,208.88
ITEM0000471,ORD008473,PROD0057,1,94.46
ITEM0000472,ORD001210,PROD0308,2,278.27
ITEM0000473,ORD014939,PROD0260,2,468.52
ITEM0000474,ORD006208,PROD0227,1,485.18
ITEM0000475,ORD013976,PROD0145,3,462.05
ITEM0000476,ORD002802,PROD0291,4,487.41
ITEM0000477,ORD004915,PROD0042,3,486.91
ITEM0000478,ORD003391,PROD0229,3,453.27
ITEM0000479,ORD004760,PROD0188,5,53.0
ITEM0000480,ORD011056,PROD0410,4,97.05
ITEM0000481,ORD011796,PROD0432,3,235.69
ITEM0000482,ORD008736,PROD0064,2,188.19
ITEM0000483,ORD005794,PROD0145,2,462.05
ITEM0000484,ORD004061,PROD0354,5,338.13
ITEM0000485,ORD009268,PROD0241,4,494.41
ITEM0000486,ORD006399,PROD0200,1,182.52
ITEM0000487,ORD006182,PROD0457,2,448.22
ITEM0000488,ORD007950,PROD0391,1,193.03
ITEM0000489,ORD011416,PROD0065,5,294.28
ITEM0000490,ORD010723,PROD0128,2,324.67
ITEM0000491,ORD004981,PROD0052,2,232.37
ITEM0000492,ORD011219,PROD0232,3,217.3
ITEM0000493,ORD002248,PROD0425,5,228.25
ITEM0000494,ORD000264,PROD0372,5,82.3
ITEM0000495,ORD000746,PROD0400,3,394.89
ITEM0000496,ORD005067,PROD0242,5,447.26
ITEM0000497,ORD012145,PROD0194,3,284.62
ITEM0000498,ORD006315,PROD0244,3,394.54
ITEM0000499,ORD000499,PROD0200,3,182.52
ITEM0000500,ORD007991,PROD0086,4,464.54
ITEM0000501,ORD008653,PROD0378,2,204.79
ITEM0000502,ORD002459,PROD0184,2,147.76
ITEM0000503,ORD003932,PROD0283,2,311.5
ITEM0000504,ORD004675,PROD0018,4,358.24
ITEM0000505,ORD011270,PROD0319,2,24.5
ITEM0000506,ORD013890,PROD0080,3,451.77
ITEM0000507,ORD001168,PROD0371,1,393.35
ITEM0000508,ORD006585,PROD0410,1,97.05
ITEM0000509,ORD002110,PROD0406,2,329.88
ITEM0000510,ORD014299,PROD0442,5,240.46
ITEM0000511,ORD005865,PROD0257,2,483.76
ITEM0000512,ORD008917,PROD0224,4,208.88
ITEM0000513,ORD013761,PROD0430,5,335.36
ITEM0000514,ORD001170,PROD0342,1,175.72
ITEM0000515,ORD010491,PROD0027,3,276.06
ITEM0000516,ORD011377,PROD0358,2,270.67
ITEM0000517,ORD010832,PROD0172,2,181.42
ITEM0000518,ORD013734,PROD0417,2,60.69
ITEM0000519,ORD004754,PROD0478,5,442.3
ITEM0000520,ORD004878,PROD0083,4,290.4
ITEM0000521,ORD002545,PROD0033,3,208.96
ITEM0000522,ORD005702,PROD0125,3,226.11
ITEM0000523,ORD013067,PROD0182,2,284.21
ITEM0000524,ORD003074,PROD0153,3,302.35
ITEM0000525,ORD012569,PROD0006,3,226.48
ITEM0000526,ORD003834,PROD0432,2,235.69
ITEM0000527,ORD000451,PROD0255,2,165.3
ITEM0000528,ORD001274,PROD0252,4,84.43
ITEM0000529,ORD001469,PROD0093,2,189.11
ITEM0000530,ORD001704,PROD0060,2,434.16
ITEM0000531,ORD008094,PROD0446,4,416.37
ITEM0000532,ORD001033,PROD0015,4,140.01
ITEM0000533,ORD012702,PROD0460,3,121.78
ITEM0000534,ORD012778,PROD0443,2,350.95
ITEM0000535,ORD013717,PROD0294,5,202.33
ITEM0000536,ORD000854,PROD0399,2,205.49
